Gemeente;Straat;Datum;Tijd_cleaned;Tijd;Nr.;Hecto;Kruispunt met;Info;Best.1;Leeft.1;Gesl.1;Best.2;Leeft.2;Gesl.2;Best.3;Leeft.3;Gesl.3;Best.4;Leeft.4;Gesl.4;Ongevalsfactoren;Type aanrijding;Gevolg;PV nr.;;;;;;;;;;;;;;;;;
BREE;Maaseikerbaan;19/05/2005;1528;15u28;;;Omselweg;;(brom)fiets;60+;vr;auto;21_30;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200150/2005;;;;;;;;;;;;;;;;
BREE;Maaseikerbaan;8/10/2005;0945;09u45;47;;;;auto;41_50;vr;auto;60+;vr;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Malta;28/05/2005;;;;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Malta;20/03/2005;0955;09u55;;;;nr. 7;auto;41_50;vr;auto;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Malta;28/01/2005;0755;07u55;;;Toleikstraat;;auto;41_50;ml;traag vervoer;51_60;ml;;;;;;;tijdens manouvreren/parkeren;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Markt;26/09/2005;2010;20u10;;;;;auto;21_30;vr;;;;;;;;;;tijdens manouvreren/parkeren;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Markt;15/11/2005;1100;11u00;;;;;auto;10_20;vr;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;30/10/2005;1630;16u30;;;Boneputstraat;;auto;60+;ml;lichte vracht;60+;ml;;;;;;;zicht gehinderd;frontaal;gewond;TG.81.L7.200318/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;21/12/2005;1925;19u25;118;43 300;Hansweg;;auto;41_50;vr;lichte vracht;21_30;vr;lichte vracht;60+;ml;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200370/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;25/11/2005;1745;17u45;;;Gerkenbergstraat;;auto;21_30;ml;auto;31_40;vr;vrachtwagen;21_30;ml;;;;extreem uitwijken;langs achteen;gewond;TG.81.L7.200345/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;13/05/2005;1320;13u20;58;44 300;;parking dierenwinkel;auto;21_30;vr;auto;41_50;ml;;;;;;;onoplettend;langs achteren;gewond;TG.81.L7.200142/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;26/05/2005;0520;05u20;76;44 100;;;lichte vracht;41_50;ml;auto;31_40;ml;;;;;;;fout inhalen;frontaal;gewond;TG.81.L7.200152/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;10/09/2005;0420;04u20;120;;;;lichte vracht;31_40;ml;;;;;;;;;;verlies van lading;tegen hindernis buiten rijbaan;schade;TG.91.L7.200250/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;19/02/2005;1130;11u30;;;;;auto;41_50;vr;auto;21_30;ml;;;;;;;onolettend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;21/12/2005;0700;07u00;;;;;auto;21_30;ml;lichte vracht;41_50;ml;;;;;;;onjuiste plaats op de rijbaan;frontaal;schade;TG.91.L7.200369/2005;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;23/06/2005;1915;19u15;207;;;;auto;21_30;ml;auto;31_40;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;23/08/2005;1350;13u50;;;;;auto;21_30;vr;vrachtwagen;31_40;ml;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;25/01/2005;0620;06u20;116;;;Toyota Ceyssens;lichte vracht;31_40;ml;;;;;;;;;;controleverlies;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;27/12/2005;;;;;Rode Kruislaan;;auto;60+;vr;auto;31_40;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;5/03/2005;1645;16u45;77;;;;auto;31_40;ml;auto;41_50;onb;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Meeuwerkiezel;28/03/2005;1420;14u20;39;;;;lichte vracht;21_30;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Millenstraat;25/07/2005;1530;15u30;;;Regenboogstraat;;(brom)fiets;10_20;vr;auto;31_40;ml;;;;;;;controleverlies;langs opzij;gewond;TG.81.L7.200210/2005;;;;;;;;;;;;;;;;
BREE;Millenstraat;19/08/2005;1400;14u00;;;Kanaallaan;;vrachtwagen;31_40;ml;auto;41_50;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200229/2005;;;;;;;;;;;;;;;;
BREE;Millenstraat;4/08/2005;1030;10u30;43;;;;auto;41_50;vr;(brom)fiets;60+;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200220/2005;;;;;;;;;;;;;;;;
BREE;Millenstraat;18/03/2005;2040;20u40;;;Rode Kruislaan;;auto;21_30;ml;auto;21_30;ml;;;;;;;onverantwoord inhalen;langs achteren;schade;TG.91.L7.200081/2005;;;;;;;;;;;;;;;;
BREE;Millenstraat;12/10/2005;1605;16u05;;;;;auto;41_50;vr;auto;31_40;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Nieuwstadstraat;5/07/2005;1100;11u00;;;;;vrachtwagen;21_30;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;3/02/2005;1205;12u05;140;2 600;;;auto;31_40;vr;auto;31_40;ml;;;;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200028/2005;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;21/01/2005;2340;23u40;;;Rode Kruislaan;;auto;41_50;vr;auto;21_30;ml;;;;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200015/2005;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;9/01/2005;1910;19u10;;;;;auto;41_50;vr;auto;41_50;vr;auto;31_40;ml;;;;onverantwoord rijgedrag;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;10/03/2005;1554;15u54;75;;;;auto;10_20;ml;auto;60+;vr;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;17/09/2005;1800;18u00;78;;;;auto;10_20;ml;auto;10_20;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;3/06/2005;1310;13u10;;;;;auto;onb;vr;lichte vracht;onb;ml;;;;;;;geen voorrang;langs opzij;schade;TG.91.L7.200159/2005;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;6/10/2005;;;;;Tongerlostraat;;auto;21_30;vr;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;5/09/2005;1945;19u45;236;;;Q8 tankstation;auto;51_60;ml;auto;31_40;ml;;;;;;;onverantwoord rijgedrag;langs achteren;schade;TG.91.L7.200245/2005;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;30/06/2005;1750;17u50;122;;;;auto;onb;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;28/01/2005;0540;05u40;;;;;auto;21_30;ml;autobus;41_50;ml;;;;;;;hindernis op de rijbaan;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;15/01/2005;1000;10u00;236;;;Q8 tankstation;auto;51_60;ml;auto;51_60;ml;;;;;;;tijdens manouvreren/parkeren;frontaal;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterkiezel;22/03/2005;;;9;;;;onbekend;onb;onb;;;;;;;;;;tijdens manouvreren/parkeren;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterpoort;4/05/2005;1355;13u55;18;;;;auto;31_40;vr;(brom)fiets;10_20;ml;;;;;;;onjuiste plaats op de rijbaan;geen - gevallen;gewond;TG.81.L7.200131/2005;;;;;;;;;;;;;;;;
BREE;Opitterpoort;27/05/2005;1550;15u50;;;Regenboogstraat;;(brom)fiets;31_40;vr;auto;21_30;ml;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200155/2005;;;;;;;;;;;;;;;;
BREE;Opitterpoort;25/08/2005;;;;;Regenboogstraat;;auto;51_60;vr;auto;21_30;ml;;;;;;;controleverlies;langs opzij;gewond;TG.81.L7.200233/2005;;;;;;;;;;;;;;;;
BREE;Opitterpoort;15/05/2005;1000;10u00;;;;parking;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200144/2005;;;;;;;;;;;;;;;;
BREE;Opitterpoort;7/04/2005;1245;12u45;66;;;;auto;60+;vr;auto;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterpoort;29/10/2005;;;;;Regenboogstraat;;auto;41_50;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opitterpoort;21/03/2005;2215;22u15;;;;;auto;onb;vr;;;;;;;;;;andere;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opstraat;7/01/2005;1615;16u15;;;Roesstraat;;auto;onb;onb;auto;41_50;ml;;;;;;;onverantwoord rijgedrag;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Opstraat;15/01/2005;0000;00u00;;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Oudestraat;7/10/2005;1100;11u00;36;;;;auto;onb;onb;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;TG.91.L7.200289/2005;;;;;;;;;;;;;;;;
BREE;Pater Coninxlaan;2/11/2005;1630;16u30;;;Gruitroderkiezel;;lichte vracht;onb;onb;auto;10_20;vr;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Pater Neyenslaan;3/04/2005;0325;03u25;1;;;grasveld aan Itterdal;auto;21_30;ml;;;;;;;;;;onverantwoord rijgedrag;tegen geparkeerd voertuig;schade;TG.91.L7.200093/2005;;;;;;;;;;;;;;;;
BREE;Peerderbaan;22/07/2005;1140;11u40;;;;;(brom)fiets;10_20;vr;;;;;;;;;;onoplettend;geen - gevallen;gewond;TG.81.L7.200208/2005;;;;;;;;;;;;;;;;
BREE;Peerderbaan;20/12/2005;;;115;17 800;;;auto;21_30;ml;auto;21_30;vr;lichte vracht;21_30;ml;;;;onverantwoord rijgedrag;frontaal;gewond;TG.81.L7.200368/2005;;;;;;;;;;;;;;;;
BREE;Peerderbaan;8/07/2005;0245;02u45;1014;;;Garage Driesen;auto;31_40;vr;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;geen PV;;;;;;;;;;;;;;;;
BREE;Peerderbaan;22/06/2005;2035;20u35;106;;;;auto;21_30;vr;auto;60+;ml;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200178/2005;;;;;;;;;;;;;;;;
BREE;Peerderbaan;28/10/2005;0000;00u00;70;;Eikenstraat;;auto;41_50;vr;auto;21_30;vr;;;;;;;andere;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Peerderbaan;5/07/2005;1810;18u10;;;Nieshofstraat;;auto;41_50;vr;lichte vracht;31_40;ml;;;;;;;zicht gehinderd;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Peerderbaan;24/10/2005;1716;17u16;68;;;;lichte vracht;10_20;ml;auto;21_30;ml;;;;;;;onverantwoord rijgedrag;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Peerderbaan;8/09/2005;0550;05u50;;;;;auto;41_50;ml;auto;10_20;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;;
BREE;Peerderbaan;14/03/2005;1735;17u35;;;Hamonterweg;rotonde;auto;21_30;ml;(brom)fiets;60+;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Regenboogstraat;11/10/2005;;;12;;;parking Peltri;auto;60+;vr;(brom)fiets;41_50;vr;;;;;;;zicht gehinderd;langs opzij;gewond;TG.81.L7.200295/2005;;;;;;;;;;;;;;;
BREE;Regenboogstraat;1/04/2005;;s nachts;12;;;parking Peltri;vrachtwagen;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;TG.91.L7.200103/2005;;;;;;;;;;;;;;;
BREE;Reppelerweg;9/05/2005;2330;23u30;7;;;;auto;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Riekskensstraat;19/10/2005;2200;22u00;46;;;;auto;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;10/10/2005;1925;19u25;;;Gruitroderstraat;;auto;31_40;ml;(brom)fiets;60+;vr;;;;;;;geen voorrang;langs opzij;dood;TG.87.L7.200294/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;10/07/2005;2030;20u30;;;Opitterkiezel;;auto;60+;ml;lichte vracht;41_50;ml;;;;;;;andere;langs achteren;gewond;TG.81.L7.200197/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;14/11/2005;1145;11u45;23;;;;(brom)fiets;60+;ml;;;;;;;;;;andere;geen - gevallen;gewond;TG.81.L7.200330/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;20/06/2005;2300;23u00;;15 600;Meeuwerkiezel;;auto;21_30;ml;auto;51_60;ml;auto;21_30;ml;;;;onoplettend;langs achteren;gewond;TG.81.L7.200176/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;17/12/2005;0800;08u00;;;;op brug;lichte vracht;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis op de rijbaan;gewond;TG.81.L7.200364/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;15/07/2005;1745;17u45;;;Millenstraat;;auto;60+;ml;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200202/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;16/08/2005;1315;13u15;;15 100;Gruitroderstraat;;auto;51_60;ml;(brom)fiets;60+;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200227/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;11/02/2005;1500;15u00;;;Millenstraat;;auto;41_50;vr;(brom)fiets;41_50;ml;;;;;;;geen voorrang;langs opzij;gewond;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;16/09/2005;2150;21u50;;;;;lichte vracht;31_40;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;onbekend;gewond;TG.81.L7.200258/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;23/04/2005;0115;01u15;;13 000;;op brug;auto;21_30;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200121/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;22/01/2005;0340;03u40;;13 300;;op brug;lichte vracht;31_40;ml;auto;31_40;ml;;;;;;;controleverlies;langs opzij;gewond;TG.81.L7.200016/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;30/01/2005;1500;15u00;55;14 500;;;auto;41_50;vr;auto;51_60;vr;;;;;;;tegen hindernis op rijbaan;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;14/01/2005;1155;11u55;41;14 900;;;vrachtwagen;41_50;ml;auto;51_60;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;25/10/2005;1630;16u30;;;;;auto;31_40;ml;onbekend;onb;onb;;;;;;;onbekend;langs achteren;schade;TG.91.L7.200311/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;24/04/2005;1030;10u30;;;Gruitroderkiezel;;auto;41_50;ml;auto;onb;onb;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;9/04/2005;1855;18u55;;;Peerderbaan;;lichte vracht;21_30;ml;auto;60+;ml;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;18/02/2005;0700;07u00;;;;;lichte vracht;31_40;vr;auto;41_50;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;20/09/2005;;;40;;;parking ziekenhuis;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;8/07/2005;0930;09u30;40;;;thv ziekernhuis;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200195/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;29/09/2005;1555;15u55;;;Gruitroderkiezel;;auto;10_20;ml;auto;21_30;vr;;;;;;;onverantwoord rijgedrag;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;13/04/2005;1800;18u00;;;;op brug;auto;21_30;ml;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;17/12/2005;1920;19u20;;;;op brug;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;14/12/2005;2320;23u20;;;Panhovenstraat;;auto;21_30;ml;auto;21_30;ml;;;;;;;geen voorrang;langs achteren;schade;TG.91.L7.200361/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;2/12/2005;1622;16u22;;;Opitterkiezel;;auto;31_40;ml;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;14/07/2005;1000;10u00;;;Herenstraat;;lichte vracht;41_50;ml;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;27/09/2005;2215;22u15;;;Meeuwerkiezel;;auto;41_50;ml;auto;51_60;ml;;;;;;;geen voorrang ;langs opzij;schade;TG.91.L7.200281/2005;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;24/11/2005;2215;22u15;;;Millenstraat;;auto;60+;ml;(brom)fiets;onb;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;9/03/2005;1410;14u10;;;Herenstraat;;auto;onb;vr;auto;51_60;onb;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;12/03/2005;1410;14u10;;;Gruitroderkiezel;;auto;60+;vr;auto;51_60;vr;;;;;;;extreem uitwijken;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;30/08/2005;2300;23u00;;;Gruitroderkiezel;;auto;21_30;ml;;;;;;;;;;onjuiste plaats op de rijbaan;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rode Kruislaan;13/06/2005;;;40;;;parking ziekenhuis;auto;60+;vr;auto;onb;ml;;;;;;;tijdens manouvreren/parkeren;langs achterne;schade;geen PV;;;;;;;;;;;;;;;
BREE;Roermonderstraat;9/07/2005;0715;07u15;;;Hulsbosstraat;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Rorenweg;26/09/2005;1605;16u05;;;Pater Neyenslaan;;auto;31_40;vr;(brom)fiets;10_20;ml;;;;;;;geen voorrang ;langs opzij;gewond;TG.81.L7.200278/2005;;;;;;;;;;;;;;;
BREE;Schoolstraat;8/05/2005;1340;13u40;81;;;parking AVEVE;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200137/2005;;;;;;;;;;;;;;;
BREE;Schutterijstraat;6/06/2005;;;14;;;;(brom)fiets;41_50;vr;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200162/2005;;;;;;;;;;;;;;;
BREE;Schutterijstraat;28/10/2005;1734;17u34;;;Bocholterkiezel;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sint-Jacobstraat;15/11/2005;1830;18u30;;;;;auto;onb;vr;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sint-Jacobstraat;14/10/2005;;;;;;;auto;41_50;vr;auto;onb;ml;;;;;;;geen voorrang;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Solterweg;5/02/2005;1030;10u30;49;;;;traag vervoer;onb;ml;;;;;;;;;;extreem uitwijken;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;29/07/2005;1300;13u00;3;;;;(brom)fiets;10_20;ml;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200214/2005;;;;;;;;;;;;;;;
BREE;Sportlaan;14/11/2005;0945;09u45;;;;;auto;51_60;ml;auto;31_40;vr;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;4/09/2005;1100;11u00;;;;;auto;31_40;ml;(brom)fiets;10_20;vr;;;;;;;onbekend;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;30/08/2005;1600;16u00;;;;;auto;10_20;vr;onbekend;onb;onb;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;17/12/2005;1850;18u50;25;;;parking GB;auto;31_40;vr;auto;60+;ml;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;28/12/2005;1350;13u50;25;;;parking GB;auto;60+;ml;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;24/10/2005;1748;17u48;4;;;parking zwembad;autobus;41_50;ml;;;;;;;;;;onjuiste plaats op de rijbaan;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;19/03/2005;1450;14u50;25;;;parking GB;auto;21_30;ml;moto;31_40;ml;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Sportlaan;30/12/2005;1040;10u40;25;;;parking GB;auto;onb;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stadsplein;31/01/2005;0655;06u55;;;Kloosterpoort;;auto;10_20;vr;voetganger;51_60;ml;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200025/2005;;;;;;;;;;;;;;;
BREE;Stationswal;20/05/2005;1545;15u45;;;;parking;auto;21_30;ml;auto;51_60;vr;;;;;;;onoplettend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stationswal;1/07/2005;1700;17u00;;;Malta;;auto;31_40;ml;auto;21_30;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stationswal;31/08/2005;1130;11u30;3;;;parking;auto;41_50;vr;auto;51_60;vr;;;;;;;tijdens manouvreren/parkeren;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Steyvenstraat;17/02/2005;1900;19u00;40;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200049/2005;;;;;;;;;;;;;;;
BREE;Stift;22/10/2005;1120;11u20;48;;;;auto;41_50;ml;auto;21_30;ml;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stift;9/12/2005;1845;18u45;;;Witte Torenstraat;;auto;41_50;vr;;;;;;;;;;onverantwoord rijgedrag;frontaal;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stift;23/07/2005;1730;17u30;79;;;;auto;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stift;5/01/2005;1030;10u30;2;;;parking Colruyt;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Stift;10/12/2005;0900;09u00;2;;;parking Colruyt;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200358/2005;;;;;;;;;;;;;;;
BREE;Stift;24/12/2005;1000;10u00;2;;;parking Colruyt;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200373/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;9/02/2005;0652;06u52;9;11 300;;;traag vervoer;21_30;ml;lichte vracht;31_40;ml;;;;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200035/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;25/01/2005;0850;08u50;;;Straterhofweg;;auto;41_50;ml;lichte vracht;31_40;ml;;;;;;;andere;langs achteren;gewond;TG.81.L7.200018/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;3/08/2005;1600;16u00;41;8 400;;;auto;60+;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200219/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;11/10/2005;1815;18u15;14;11 700;;thv Kerk;auto;60+;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200296/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;14/03/2005;1725;17u25;32;10 000;;;auto;51_60;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis op de rijbaan;gewond;TG.81.L7.200075/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;23/12/2005;0545;05u45;;;Berkenbroekstraat;;auto;31_40;ml;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200371/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;10/02/2005;2110;21u10;;10 700;Processieweg;;auto;51_60;vr;auto;21_30;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200039/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;2/12/2005;2000;20u00;;;Beerselerdijk;;auto;60+;ml;auto;21_30;vr;;;;;;;fout inhalen;langs achteren;gewond;TG.81.L7.200351/2005;;;;;;;;;;;;;;;
